Torneio 1,1,1019-05-07T22:15:27.675153Z,2999-09-07T22:15:27.675153Z
Torneio 2,1,1020-05-07T22:15:27.675153Z,3000-09-07T22:15:27.675153Z
Torneio 3,1,1021-05-07T22:15:27.675153Z,3001-09-07T22:15:27.675153Z
Torneio 4,1,1022-05-07T22:15:27.675153Z,3002-09-07T22:15:27.675153Z
Torneio 5,1,1023-05-07T22:15:27.675153Z,3003-09-07T22:15:27.675153Z
Torneio 6,1,1024-05-07T22:15:27.675153Z,3004-09-07T22:15:27.675153Z
Torneio 7,1,1025-05-07T22:15:27.675153Z,3005-09-07T22:15:27.675153Z
Torneio 8,1,1026-05-07T22:15:27.675153Z,3006-09-07T22:15:27.675153Z
Torneio 9,1,1027-05-07T22:15:27.675153Z,3007-09-07T22:15:27.675153Z
Torneio 10,1,1028-05-07T22:15:27.675153Z,3008-09-07T22:15:27.675153Z
Torneio 11,1,1029-05-07T22:15:27.675153Z,3009-09-07T22:15:27.675153Z
Torneio 12,1,1030-05-07T22:15:27.675153Z,3010-09-07T22:15:27.675153Z
Torneio 13,1,1031-05-07T22:15:27.675153Z,3011-09-07T22:15:27.675153Z
Torneio 14,1,1032-05-07T22:15:27.675153Z,3012-09-07T22:15:27.675153Z
Torneio 15,1,1033-05-07T22:15:27.675153Z,3013-09-07T22:15:27.675153Z
Torneio 16,1,1034-05-07T22:15:27.675153Z,3014-09-07T22:15:27.675153Z
Torneio 17,1,1035-05-07T22:15:27.675153Z,3015-09-07T22:15:27.675153Z
Torneio 18,1,1036-05-07T22:15:27.675153Z,3016-09-07T22:15:27.675153Z
Torneio 19,1,1037-05-07T22:15:27.675153Z,3017-09-07T22:15:27.675153Z
Torneio 20,1,1038-05-07T22:15:27.675153Z,3018-09-07T22:15:27.675153Z
Torneio 21,1,1039-05-07T22:15:27.675153Z,3019-09-07T22:15:27.675153Z
Torneio 22,1,1040-05-07T22:15:27.675153Z,3020-09-07T22:15:27.675153Z
Torneio 23,1,1041-05-07T22:15:27.675153Z,3021-09-07T22:15:27.675153Z
Torneio 24,1,1042-05-07T22:15:27.675153Z,3022-09-07T22:15:27.675153Z
Torneio 25,1,1043-05-07T22:15:27.675153Z,3023-09-07T22:15:27.675153Z
Torneio 26,1,1044-05-07T22:15:27.675153Z,3024-09-07T22:15:27.675153Z
Torneio 27,1,1045-05-07T22:15:27.675153Z,3025-09-07T22:15:27.675153Z
Torneio 28,1,1046-05-07T22:15:27.675153Z,3026-09-07T22:15:27.675153Z
Torneio 29,1,1047-05-07T22:15:27.675153Z,3027-09-07T22:15:27.675153Z
Torneio 30,1,1048-05-07T22:15:27.675153Z,3028-09-07T22:15:27.675153Z
Torneio 31,1,1049-05-07T22:15:27.675153Z,3029-09-07T22:15:27.675153Z
Torneio 32,1,1050-05-07T22:15:27.675153Z,3030-09-07T22:15:27.675153Z
Torneio 33,1,1051-05-07T22:15:27.675153Z,3031-09-07T22:15:27.675153Z
Torneio 34,1,1052-05-07T22:15:27.675153Z,3032-09-07T22:15:27.675153Z
Torneio 35,1,1053-05-07T22:15:27.675153Z,3033-09-07T22:15:27.675153Z
Torneio 36,1,1054-05-07T22:15:27.675153Z,3034-09-07T22:15:27.675153Z
Torneio 37,1,1055-05-07T22:15:27.675153Z,3035-09-07T22:15:27.675153Z
Torneio 38,1,1056-05-07T22:15:27.675153Z,3036-09-07T22:15:27.675153Z
Torneio 39,1,1057-05-07T22:15:27.675153Z,3037-09-07T22:15:27.675153Z
Torneio 40,1,1058-05-07T22:15:27.675153Z,3038-09-07T22:15:27.675153Z
Torneio 41,1,1059-05-07T22:15:27.675153Z,3039-09-07T22:15:27.675153Z
Torneio 42,1,1060-05-07T22:15:27.675153Z,3040-09-07T22:15:27.675153Z
Torneio 43,1,1061-05-07T22:15:27.675153Z,3041-09-07T22:15:27.675153Z
Torneio 44,1,1062-05-07T22:15:27.675153Z,3042-09-07T22:15:27.675153Z
Torneio 45,1,1063-05-07T22:15:27.675153Z,3043-09-07T22:15:27.675153Z
Torneio 46,1,1064-05-07T22:15:27.675153Z,3044-09-07T22:15:27.675153Z
Torneio 47,1,1065-05-07T22:15:27.675153Z,3045-09-07T22:15:27.675153Z
Torneio 48,1,1066-05-07T22:15:27.675153Z,3046-09-07T22:15:27.675153Z
Torneio 49,1,1067-05-07T22:15:27.675153Z,3047-09-07T22:15:27.675153Z
Torneio 50,1,1068-05-07T22:15:27.675153Z,3048-09-07T22:15:27.675153Z
Torneio 51,1,1069-05-07T22:15:27.675153Z,3049-09-07T22:15:27.675153Z
Torneio 52,1,1070-05-07T22:15:27.675153Z,3050-09-07T22:15:27.675153Z
Torneio 53,1,1071-05-07T22:15:27.675153Z,3051-09-07T22:15:27.675153Z
Torneio 54,1,1072-05-07T22:15:27.675153Z,3052-09-07T22:15:27.675153Z
Torneio 55,1,1073-05-07T22:15:27.675153Z,3053-09-07T22:15:27.675153Z
Torneio 56,1,1074-05-07T22:15:27.675153Z,3054-09-07T22:15:27.675153Z
Torneio 57,1,1075-05-07T22:15:27.675153Z,3055-09-07T22:15:27.675153Z
Torneio 58,1,1076-05-07T22:15:27.675153Z,3056-09-07T22:15:27.675153Z
Torneio 59,1,1077-05-07T22:15:27.675153Z,3057-09-07T22:15:27.675153Z
Torneio 60,1,1078-05-07T22:15:27.675153Z,3058-09-07T22:15:27.675153Z
Torneio 61,1,1079-05-07T22:15:27.675153Z,3059-09-07T22:15:27.675153Z
Torneio 62,1,1080-05-07T22:15:27.675153Z,3060-09-07T22:15:27.675153Z
Torneio 63,1,1081-05-07T22:15:27.675153Z,3061-09-07T22:15:27.675153Z
Torneio 64,1,1082-05-07T22:15:27.675153Z,3062-09-07T22:15:27.675153Z
Torneio 65,1,1083-05-07T22:15:27.675153Z,3063-09-07T22:15:27.675153Z
Torneio 66,1,1084-05-07T22:15:27.675153Z,3064-09-07T22:15:27.675153Z
Torneio 67,1,1085-05-07T22:15:27.675153Z,3065-09-07T22:15:27.675153Z
Torneio 68,1,1086-05-07T22:15:27.675153Z,3066-09-07T22:15:27.675153Z
Torneio 69,1,1087-05-07T22:15:27.675153Z,3067-09-07T22:15:27.675153Z
Torneio 70,1,1088-05-07T22:15:27.675153Z,3068-09-07T22:15:27.675153Z
Torneio 71,1,1089-05-07T22:15:27.675153Z,3069-09-07T22:15:27.675153Z
Torneio 72,1,1090-05-07T22:15:27.675153Z,3070-09-07T22:15:27.675153Z
Torneio 73,1,1091-05-07T22:15:27.675153Z,3071-09-07T22:15:27.675153Z
Torneio 74,1,1092-05-07T22:15:27.675153Z,3072-09-07T22:15:27.675153Z
Torneio 75,1,1093-05-07T22:15:27.675153Z,3073-09-07T22:15:27.675153Z
Torneio 76,1,1094-05-07T22:15:27.675153Z,3074-09-07T22:15:27.675153Z
Torneio 77,1,1095-05-07T22:15:27.675153Z,3075-09-07T22:15:27.675153Z
Torneio 78,1,1096-05-07T22:15:27.675153Z,3076-09-07T22:15:27.675153Z
Torneio 79,1,1097-05-07T22:15:27.675153Z,3077-09-07T22:15:27.675153Z
Torneio 80,1,1098-05-07T22:15:27.675153Z,3078-09-07T22:15:27.675153Z
Torneio 81,1,1099-05-07T22:15:27.675153Z,3079-09-07T22:15:27.675153Z
Torneio 82,1,1100-05-07T22:15:27.675153Z,3080-09-07T22:15:27.675153Z
Torneio 83,1,1101-05-07T22:15:27.675153Z,3081-09-07T22:15:27.675153Z
Torneio 84,1,1102-05-07T22:15:27.675153Z,3082-09-07T22:15:27.675153Z
Torneio 85,1,1103-05-07T22:15:27.675153Z,3083-09-07T22:15:27.675153Z
Torneio 86,1,1104-05-07T22:15:27.675153Z,3084-09-07T22:15:27.675153Z
Torneio 87,1,1105-05-07T22:15:27.675153Z,3085-09-07T22:15:27.675153Z
Torneio 88,1,1106-05-07T22:15:27.675153Z,3086-09-07T22:15:27.675153Z
Torneio 89,1,1107-05-07T22:15:27.675153Z,3087-09-07T22:15:27.675153Z
Torneio 90,1,1108-05-07T22:15:27.675153Z,3088-09-07T22:15:27.675153Z
Torneio 91,1,1109-05-07T22:15:27.675153Z,3089-09-07T22:15:27.675153Z
Torneio 92,1,1110-05-07T22:15:27.675153Z,3090-09-07T22:15:27.675153Z
Torneio 93,1,1111-05-07T22:15:27.675153Z,3091-09-07T22:15:27.675153Z
Torneio 94,1,1112-05-07T22:15:27.675153Z,3092-09-07T22:15:27.675153Z
Torneio 95,1,1113-05-07T22:15:27.675153Z,3093-09-07T22:15:27.675153Z
Torneio 96,1,1114-05-07T22:15:27.675153Z,3094-09-07T22:15:27.675153Z
Torneio 97,1,1115-05-07T22:15:27.675153Z,3095-09-07T22:15:27.675153Z
Torneio 98,1,1116-05-07T22:15:27.675153Z,3096-09-07T22:15:27.675153Z
Torneio 99,1,1117-05-07T22:15:27.675153Z,3097-09-07T22:15:27.675153Z
Torneio 100,1,1118-05-07T22:15:27.675153Z,3098-09-07T22:15:27.675153Z
Torneio 101,1,1119-05-07T22:15:27.675153Z,3099-09-07T22:15:27.675153Z
Torneio 102,1,1120-05-07T22:15:27.675153Z,3100-09-07T22:15:27.675153Z
Torneio 103,1,1121-05-07T22:15:27.675153Z,3101-09-07T22:15:27.675153Z
Torneio 104,1,1122-05-07T22:15:27.675153Z,3102-09-07T22:15:27.675153Z
Torneio 105,1,1123-05-07T22:15:27.675153Z,3103-09-07T22:15:27.675153Z
Torneio 106,1,1124-05-07T22:15:27.675153Z,3104-09-07T22:15:27.675153Z
Torneio 107,1,1125-05-07T22:15:27.675153Z,3105-09-07T22:15:27.675153Z
Torneio 108,1,1126-05-07T22:15:27.675153Z,3106-09-07T22:15:27.675153Z
Torneio 109,1,1127-05-07T22:15:27.675153Z,3107-09-07T22:15:27.675153Z
Torneio 110,1,1128-05-07T22:15:27.675153Z,3108-09-07T22:15:27.675153Z
Torneio 111,1,1129-05-07T22:15:27.675153Z,3109-09-07T22:15:27.675153Z
Torneio 112,1,1130-05-07T22:15:27.675153Z,3110-09-07T22:15:27.675153Z
Torneio 113,1,1131-05-07T22:15:27.675153Z,3111-09-07T22:15:27.675153Z
Torneio 114,1,1132-05-07T22:15:27.675153Z,3112-09-07T22:15:27.675153Z
Torneio 115,1,1133-05-07T22:15:27.675153Z,3113-09-07T22:15:27.675153Z
Torneio 116,1,1134-05-07T22:15:27.675153Z,3114-09-07T22:15:27.675153Z
Torneio 117,1,1135-05-07T22:15:27.675153Z,3115-09-07T22:15:27.675153Z
Torneio 118,1,1136-05-07T22:15:27.675153Z,3116-09-07T22:15:27.675153Z
Torneio 119,1,1137-05-07T22:15:27.675153Z,3117-09-07T22:15:27.675153Z
Torneio 120,1,1138-05-07T22:15:27.675153Z,3118-09-07T22:15:27.675153Z
Torneio 121,1,1139-05-07T22:15:27.675153Z,3119-09-07T22:15:27.675153Z
Torneio 122,1,1140-05-07T22:15:27.675153Z,3120-09-07T22:15:27.675153Z
Torneio 123,1,1141-05-07T22:15:27.675153Z,3121-09-07T22:15:27.675153Z
Torneio 124,1,1142-05-07T22:15:27.675153Z,3122-09-07T22:15:27.675153Z
Torneio 125,1,1143-05-07T22:15:27.675153Z,3123-09-07T22:15:27.675153Z
Torneio 126,1,1144-05-07T22:15:27.675153Z,3124-09-07T22:15:27.675153Z
Torneio 127,1,1145-05-07T22:15:27.675153Z,3125-09-07T22:15:27.675153Z
Torneio 128,1,1146-05-07T22:15:27.675153Z,3126-09-07T22:15:27.675153Z
Torneio 129,1,1147-05-07T22:15:27.675153Z,3127-09-07T22:15:27.675153Z
Torneio 130,1,1148-05-07T22:15:27.675153Z,3128-09-07T22:15:27.675153Z
Torneio 131,1,1149-05-07T22:15:27.675153Z,3129-09-07T22:15:27.675153Z
Torneio 132,1,1150-05-07T22:15:27.675153Z,3130-09-07T22:15:27.675153Z
Torneio 133,1,1151-05-07T22:15:27.675153Z,3131-09-07T22:15:27.675153Z
Torneio 134,1,1152-05-07T22:15:27.675153Z,3132-09-07T22:15:27.675153Z
Torneio 135,1,1153-05-07T22:15:27.675153Z,3133-09-07T22:15:27.675153Z
Torneio 136,1,1154-05-07T22:15:27.675153Z,3134-09-07T22:15:27.675153Z
Torneio 137,1,1155-05-07T22:15:27.675153Z,3135-09-07T22:15:27.675153Z
Torneio 138,1,1156-05-07T22:15:27.675153Z,3136-09-07T22:15:27.675153Z
Torneio 139,1,1157-05-07T22:15:27.675153Z,3137-09-07T22:15:27.675153Z
Torneio 140,1,1158-05-07T22:15:27.675153Z,3138-09-07T22:15:27.675153Z
Torneio 141,1,1159-05-07T22:15:27.675153Z,3139-09-07T22:15:27.675153Z
Torneio 142,1,1160-05-07T22:15:27.675153Z,3140-09-07T22:15:27.675153Z
Torneio 143,1,1161-05-07T22:15:27.675153Z,3141-09-07T22:15:27.675153Z
Torneio 144,1,1162-05-07T22:15:27.675153Z,3142-09-07T22:15:27.675153Z
Torneio 145,1,1163-05-07T22:15:27.675153Z,3143-09-07T22:15:27.675153Z
Torneio 146,1,1164-05-07T22:15:27.675153Z,3144-09-07T22:15:27.675153Z
Torneio 147,1,1165-05-07T22:15:27.675153Z,3145-09-07T22:15:27.675153Z
Torneio 148,1,1166-05-07T22:15:27.675153Z,3146-09-07T22:15:27.675153Z
Torneio 149,1,1167-05-07T22:15:27.675153Z,3147-09-07T22:15:27.675153Z
Torneio 150,1,1168-05-07T22:15:27.675153Z,3148-09-07T22:15:27.675153Z
Torneio 151,1,1169-05-07T22:15:27.675153Z,3149-09-07T22:15:27.675153Z
Torneio 152,1,1170-05-07T22:15:27.675153Z,3150-09-07T22:15:27.675153Z
Torneio 153,1,1171-05-07T22:15:27.675153Z,3151-09-07T22:15:27.675153Z
Torneio 154,1,1172-05-07T22:15:27.675153Z,3152-09-07T22:15:27.675153Z
Torneio 155,1,1173-05-07T22:15:27.675153Z,3153-09-07T22:15:27.675153Z
Torneio 156,1,1174-05-07T22:15:27.675153Z,3154-09-07T22:15:27.675153Z
Torneio 157,1,1175-05-07T22:15:27.675153Z,3155-09-07T22:15:27.675153Z
Torneio 158,1,1176-05-07T22:15:27.675153Z,3156-09-07T22:15:27.675153Z
Torneio 159,1,1177-05-07T22:15:27.675153Z,3157-09-07T22:15:27.675153Z
Torneio 160,1,1178-05-07T22:15:27.675153Z,3158-09-07T22:15:27.675153Z
Torneio 161,1,1179-05-07T22:15:27.675153Z,3159-09-07T22:15:27.675153Z
Torneio 162,1,1180-05-07T22:15:27.675153Z,3160-09-07T22:15:27.675153Z
Torneio 163,1,1181-05-07T22:15:27.675153Z,3161-09-07T22:15:27.675153Z
Torneio 164,1,1182-05-07T22:15:27.675153Z,3162-09-07T22:15:27.675153Z
Torneio 165,1,1183-05-07T22:15:27.675153Z,3163-09-07T22:15:27.675153Z
Torneio 166,1,1184-05-07T22:15:27.675153Z,3164-09-07T22:15:27.675153Z
Torneio 167,1,1185-05-07T22:15:27.675153Z,3165-09-07T22:15:27.675153Z
Torneio 168,1,1186-05-07T22:15:27.675153Z,3166-09-07T22:15:27.675153Z
Torneio 169,1,1187-05-07T22:15:27.675153Z,3167-09-07T22:15:27.675153Z
Torneio 170,1,1188-05-07T22:15:27.675153Z,3168-09-07T22:15:27.675153Z
Torneio 171,1,1189-05-07T22:15:27.675153Z,3169-09-07T22:15:27.675153Z
Torneio 172,1,1190-05-07T22:15:27.675153Z,3170-09-07T22:15:27.675153Z
Torneio 173,1,1191-05-07T22:15:27.675153Z,3171-09-07T22:15:27.675153Z
Torneio 174,1,1192-05-07T22:15:27.675153Z,3172-09-07T22:15:27.675153Z
Torneio 175,1,1193-05-07T22:15:27.675153Z,3173-09-07T22:15:27.675153Z
Torneio 176,1,1194-05-07T22:15:27.675153Z,3174-09-07T22:15:27.675153Z
Torneio 177,1,1195-05-07T22:15:27.675153Z,3175-09-07T22:15:27.675153Z
Torneio 178,1,1196-05-07T22:15:27.675153Z,3176-09-07T22:15:27.675153Z
Torneio 179,1,1197-05-07T22:15:27.675153Z,3177-09-07T22:15:27.675153Z
Torneio 180,1,1198-05-07T22:15:27.675153Z,3178-09-07T22:15:27.675153Z
Torneio 181,1,1199-05-07T22:15:27.675153Z,3179-09-07T22:15:27.675153Z
Torneio 182,1,1200-05-07T22:15:27.675153Z,3180-09-07T22:15:27.675153Z
Torneio 183,1,1201-05-07T22:15:27.675153Z,3181-09-07T22:15:27.675153Z
Torneio 184,1,1202-05-07T22:15:27.675153Z,3182-09-07T22:15:27.675153Z
Torneio 185,1,1203-05-07T22:15:27.675153Z,3183-09-07T22:15:27.675153Z
Torneio 186,1,1204-05-07T22:15:27.675153Z,3184-09-07T22:15:27.675153Z
Torneio 187,1,1205-05-07T22:15:27.675153Z,3185-09-07T22:15:27.675153Z
Torneio 188,1,1206-05-07T22:15:27.675153Z,3186-09-07T22:15:27.675153Z
Torneio 189,1,1207-05-07T22:15:27.675153Z,3187-09-07T22:15:27.675153Z
Torneio 190,1,1208-05-07T22:15:27.675153Z,3188-09-07T22:15:27.675153Z
Torneio 191,1,1209-05-07T22:15:27.675153Z,3189-09-07T22:15:27.675153Z
Torneio 192,1,1210-05-07T22:15:27.675153Z,3190-09-07T22:15:27.675153Z
Torneio 193,1,1211-05-07T22:15:27.675153Z,3191-09-07T22:15:27.675153Z
Torneio 194,1,1212-05-07T22:15:27.675153Z,3192-09-07T22:15:27.675153Z
Torneio 195,1,1213-05-07T22:15:27.675153Z,3193-09-07T22:15:27.675153Z
Torneio 196,1,1214-05-07T22:15:27.675153Z,3194-09-07T22:15:27.675153Z
Torneio 197,1,1215-05-07T22:15:27.675153Z,3195-09-07T22:15:27.675153Z
Torneio 198,1,1216-05-07T22:15:27.675153Z,3196-09-07T22:15:27.675153Z
Torneio 199,1,1217-05-07T22:15:27.675153Z,3197-09-07T22:15:27.675153Z
Torneio 200,1,1218-05-07T22:15:27.675153Z,3198-09-07T22:15:27.675153Z
Torneio 201,1,1219-05-07T22:15:27.675153Z,3199-09-07T22:15:27.675153Z
Torneio 202,1,1220-05-07T22:15:27.675153Z,3200-09-07T22:15:27.675153Z
Torneio 203,1,1221-05-07T22:15:27.675153Z,3201-09-07T22:15:27.675153Z
Torneio 204,1,1222-05-07T22:15:27.675153Z,3202-09-07T22:15:27.675153Z
Torneio 205,1,1223-05-07T22:15:27.675153Z,3203-09-07T22:15:27.675153Z
Torneio 206,1,1224-05-07T22:15:27.675153Z,3204-09-07T22:15:27.675153Z
Torneio 207,1,1225-05-07T22:15:27.675153Z,3205-09-07T22:15:27.675153Z
Torneio 208,1,1226-05-07T22:15:27.675153Z,3206-09-07T22:15:27.675153Z
Torneio 209,1,1227-05-07T22:15:27.675153Z,3207-09-07T22:15:27.675153Z
Torneio 210,1,1228-05-07T22:15:27.675153Z,3208-09-07T22:15:27.675153Z
Torneio 211,1,1229-05-07T22:15:27.675153Z,3209-09-07T22:15:27.675153Z
Torneio 212,1,1230-05-07T22:15:27.675153Z,3210-09-07T22:15:27.675153Z
Torneio 213,1,1231-05-07T22:15:27.675153Z,3211-09-07T22:15:27.675153Z
Torneio 214,1,1232-05-07T22:15:27.675153Z,3212-09-07T22:15:27.675153Z
Torneio 215,1,1233-05-07T22:15:27.675153Z,3213-09-07T22:15:27.675153Z
Torneio 216,1,1234-05-07T22:15:27.675153Z,3214-09-07T22:15:27.675153Z
Torneio 217,1,1235-05-07T22:15:27.675153Z,3215-09-07T22:15:27.675153Z
Torneio 218,1,1236-05-07T22:15:27.675153Z,3216-09-07T22:15:27.675153Z
Torneio 219,1,1237-05-07T22:15:27.675153Z,3217-09-07T22:15:27.675153Z
Torneio 220,1,1238-05-07T22:15:27.675153Z,3218-09-07T22:15:27.675153Z
Torneio 221,1,1239-05-07T22:15:27.675153Z,3219-09-07T22:15:27.675153Z
Torneio 222,1,1240-05-07T22:15:27.675153Z,3220-09-07T22:15:27.675153Z
Torneio 223,1,1241-05-07T22:15:27.675153Z,3221-09-07T22:15:27.675153Z
Torneio 224,1,1242-05-07T22:15:27.675153Z,3222-09-07T22:15:27.675153Z
Torneio 225,1,1243-05-07T22:15:27.675153Z,3223-09-07T22:15:27.675153Z
Torneio 226,1,1244-05-07T22:15:27.675153Z,3224-09-07T22:15:27.675153Z
Torneio 227,1,1245-05-07T22:15:27.675153Z,3225-09-07T22:15:27.675153Z
Torneio 228,1,1246-05-07T22:15:27.675153Z,3226-09-07T22:15:27.675153Z
Torneio 229,1,1247-05-07T22:15:27.675153Z,3227-09-07T22:15:27.675153Z
Torneio 230,1,1248-05-07T22:15:27.675153Z,3228-09-07T22:15:27.675153Z
Torneio 231,1,1249-05-07T22:15:27.675153Z,3229-09-07T22:15:27.675153Z
Torneio 232,1,1250-05-07T22:15:27.675153Z,3230-09-07T22:15:27.675153Z
Torneio 233,1,1251-05-07T22:15:27.675153Z,3231-09-07T22:15:27.675153Z
Torneio 234,1,1252-05-07T22:15:27.675153Z,3232-09-07T22:15:27.675153Z
Torneio 235,1,1253-05-07T22:15:27.675153Z,3233-09-07T22:15:27.675153Z
Torneio 236,1,1254-05-07T22:15:27.675153Z,3234-09-07T22:15:27.675153Z
Torneio 237,1,1255-05-07T22:15:27.675153Z,3235-09-07T22:15:27.675153Z
Torneio 238,1,1256-05-07T22:15:27.675153Z,3236-09-07T22:15:27.675153Z
Torneio 239,1,1257-05-07T22:15:27.675153Z,3237-09-07T22:15:27.675153Z
Torneio 240,1,1258-05-07T22:15:27.675153Z,3238-09-07T22:15:27.675153Z
Torneio 241,1,1259-05-07T22:15:27.675153Z,3239-09-07T22:15:27.675153Z
Torneio 242,1,1260-05-07T22:15:27.675153Z,3240-09-07T22:15:27.675153Z
Torneio 243,1,1261-05-07T22:15:27.675153Z,3241-09-07T22:15:27.675153Z
Torneio 244,1,1262-05-07T22:15:27.675153Z,3242-09-07T22:15:27.675153Z
Torneio 245,1,1263-05-07T22:15:27.675153Z,3243-09-07T22:15:27.675153Z
Torneio 246,1,1264-05-07T22:15:27.675153Z,3244-09-07T22:15:27.675153Z
Torneio 247,1,1265-05-07T22:15:27.675153Z,3245-09-07T22:15:27.675153Z
Torneio 248,1,1266-05-07T22:15:27.675153Z,3246-09-07T22:15:27.675153Z
Torneio 249,1,1267-05-07T22:15:27.675153Z,3247-09-07T22:15:27.675153Z
Torneio 250,1,1268-05-07T22:15:27.675153Z,3248-09-07T22:15:27.675153Z
Torneio 251,1,1269-05-07T22:15:27.675153Z,3249-09-07T22:15:27.675153Z
